DATAFLOW,LAST UPDATE,freq,indic_bt,cpa2_1,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2007-01,74.5,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2007-02,74.8,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2007-03,75.0,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2007-04,76.2,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2007-05,76.8,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2007-06,76.9,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2007-07,77.0,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2007-08,77.4,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2007-09,77.6,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2007-10,78.0,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2007-11,79.2,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2007-12,79.5,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2008-01,79.8,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2008-02,80.2,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2008-03,80.4,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2008-04,80.8,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2008-05,80.9,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2008-06,81.0,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2008-07,81.3,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2008-08,81.7,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2008-09,81.7,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2008-10,82.2,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2008-11,82.7,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2008-12,82.6,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2009-01,82.6,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2009-02,82.7,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2009-03,82.7,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2009-04,82.7,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2009-05,82.7,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2009-06,82.8,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2009-07,82.9,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2009-08,83.4,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2009-09,83.7,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2009-10,83.9,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2009-11,84.0,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2009-12,84.1,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2010-01,84.2,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2010-02,84.7,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2010-03,85.0,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2010-04,85.5,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2010-05,85.8,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2010-06,85.9,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2010-07,85.9,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2010-08,86.1,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2010-09,86.2,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2010-10,86.6,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2010-11,87.0,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2010-12,87.1,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2011-01,87.6,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2011-02,87.8,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2011-03,88.2,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2011-04,88.4,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2011-05,88.9,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2011-06,89.1,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2011-07,89.1,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2011-08,89.2,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2011-09,89.2,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2011-10,89.6,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2011-11,90.1,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2011-12,90.2,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2012-01,90.5,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2012-02,90.8,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2012-03,91.0,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2012-04,91.3,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2012-05,91.5,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2012-06,91.6,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2012-07,91.7,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2012-08,92.1,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2012-09,92.1,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2012-10,92.4,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2012-11,92.8,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2012-12,92.8,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2013-01,93.3,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2013-02,93.5,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2013-03,93.5,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2013-04,93.7,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2013-05,94.2,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2013-06,94.2,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2013-07,94.4,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2013-08,94.9,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2013-09,94.8,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2013-10,95.0,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2013-11,95.4,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2013-12,95.5,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2014-01,95.7,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2014-02,96.3,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2014-03,96.3,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2014-04,97.3,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2014-05,97.6,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2014-06,97.7,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2014-07,97.8,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2014-08,98.0,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2014-09,98.1,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2014-10,98.2,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2014-11,98.5,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2014-12,98.6,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2015-01,98.9,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2015-02,99.3,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2015-03,99.4,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2015-04,99.8,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2015-05,100.0,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2015-06,100.0,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2015-07,100.2,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2015-08,100.3,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2015-09,100.3,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2015-10,100.5,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2015-11,100.7,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2015-12,100.7,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2016-01,101.0,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2016-02,101.2,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2016-03,101.6,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2016-04,102.4,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2016-05,102.9,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2016-06,103.0,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2016-07,103.2,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2016-08,103.5,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2016-09,103.4,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2016-10,103.7,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2016-11,104.0,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2016-12,104.1,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2017-01,104.3,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2017-02,104.6,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2017-03,104.6,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2017-04,104.8,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2017-05,105.2,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2017-06,105.2,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2017-07,105.3,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2017-08,105.5,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2017-09,105.5,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2017-10,106.0,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2017-11,106.5,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2017-12,106.7,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2018-01,107.0,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2018-02,107.4,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2018-03,107.5,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2018-04,108.0,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2018-05,108.4,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2018-06,108.5,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2018-07,108.8,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2018-08,109.4,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2018-09,109.5,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2018-10,109.9,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2018-11,110.1,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2018-12,110.2,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2019-01,110.4,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2019-02,110.7,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2019-03,110.8,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2019-04,111.2,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2019-05,111.7,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2019-06,111.5,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2019-07,111.6,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2019-08,112.2,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2019-09,112.1,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2019-10,112.4,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2019-11,112.3,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2019-12,112.4,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2020-01,112.8,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2020-02,112.8,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2020-03,112.8,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2020-04,113.7,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2020-05,114.4,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2020-06,114.3,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2020-07,114.7,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2020-08,114.9,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2020-09,115.0,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2020-10,115.2,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2020-11,115.2,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2020-12,115.5,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2021-01,116.8,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2021-02,116.7,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2021-03,117.3,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2021-04,119.7,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2021-05,121.0,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2021-06,123.2,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2021-07,124.9,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2021-08,127.8,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2021-09,130.0,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2021-10,130.8,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2021-11,132.0,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2021-12,130.7,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2022-01,131.4,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2022-02,130.5,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2022-03,133.1,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2022-04,133.1,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2022-05,134.6,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2022-06,134.8,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2022-07,136.0,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2022-08,137.0,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2022-09,136.8,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2022-10,136.8,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2022-11,139.2,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2022-12,138.9,s
ESTAT:STS_COPI_M(1.0),11/05/23 11:00:00,M,CSTO,CPA_F41001_X_410014,NSA,I15,NO,2023-01,139.5,s
