month,country,residential_price_index,perc_change_prev,perc_change_yoy
2018-04-01,LT,108.8,1.4,3.2
2018-04-01,NL,105.6,0.3,2.0
2018-04-01,NO,108.0,0.5,3.1
2018-04-01,PL,102.4,0.2,2.3
2018-04-01,PT,104.8,0.4,1.9
2018-05-01,AT,107.5,1.1,3.2
2018-05-01,ES,102.9,0.1,1.9
2018-05-01,FI,102.7,0.6,2.1
2018-05-01,IE,106.8,0.0,4.9
2018-05-01,LT,109.4,0.6,3.6
2018-05-01,NL,105.8,0.2,2.3
2018-05-01,NO,108.4,0.4,3.0
2018-05-01,PL,102.8,0.4,2.7
2018-05-01,PT,105.0,0.2,2.2
2018-06-01,AT,107.7,0.2,3.7
2018-06-01,ES,103.0,0.1,2.1
2018-06-01,FI,103.4,0.7,2.8
2018-06-01,IE,106.9,0.1,5.0
2018-06-01,LT,110.2,0.7,3.6
2018-06-01,NL,106.0,0.2,2.4
2018-06-01,NO,108.5,0.1,3.1
2018-06-01,PL,103.4,0.6,3.2
2018-06-01,PT,105.7,0.7,2.8
2018-07-01,AT,107.5,-0.2,3.5
2018-07-01,ES,103.7,0.7,2.8
2018-07-01,FI,103.6,0.2,2.8
2018-07-01,IE,107.3,0.4,5.2
2018-07-01,LT,110.8,0.5,2.6
2018-07-01,NL,106.6,0.6,2.9
2018-07-01,NO,108.8,0.3,3.3
2018-07-01,PL,103.9,0.5,3.5
2018-07-01,PT,106.2,0.5,2.8
2018-08-01,AT,107.8,0.3,3.5
2018-08-01,ES,103.7,0.0,2.8
2018-08-01,FI,103.4,-0.2,2.6
2018-08-01,IE,107.3,0.0,5.2
2018-08-01,LT,110.9,0.1,3.0
2018-08-01,NL,107.3,0.7,2.8
2018-08-01,NO,109.4,0.6,3.7
2018-08-01,PL,104.3,0.4,3.6
2018-08-01,PT,105.9,-0.3,2.5
2018-09-01,AT,107.7,-0.1,3.0
2018-09-01,ES,103.8,0.1,2.3
2018-09-01,FI,103.6,0.2,2.8
2018-09-01,IE,107.1,-0.2,4.9
2018-09-01,LT,111.9,0.9,3.6
2018-09-01,NL,107.7,0.4,3.2
2018-09-01,NO,109.5,0.1,3.8
2018-09-01,PL,104.8,0.5,3.7
2018-09-01,PT,105.5,-0.4,2.1
2018-10-01,AT,107.7,0.0,2.6
2018-10-01,ES,104.7,0.9,3.8
2018-10-01,FI,103.8,0.2,2.6
2018-10-01,IE,106.9,-0.2,4.7
2018-10-01,LT,110.9,-0.9,3.3
2018-10-01,NL,107.5,-0.2,2.7
2018-10-01,NO,109.9,0.4,3.7
2018-10-01,PL,105.4,0.6,4.0
2018-10-01,PT,105.6,0.1,2.1
2018-11-01,AT,107.6,-0.1,2.3
2018-11-01,ES,104.6,-0.1,3.6
2018-11-01,FI,104.1,0.3,2.5
2018-11-01,IE,107.0,0.1,5.0
2018-11-01,LT,111.2,0.3,3.0
2018-11-01,NL,107.3,-0.2,2.2
2018-11-01,NO,110.1,0.2,3.4
2018-11-01,PL,105.8,0.4,4.3
2018-11-01,PT,106.7,1.0,2.8
2018-12-01,AT,107.4,-0.2,2.2
2018-12-01,ES,104.3,-0.3,2.1
2018-12-01,FI,104.1,0.0,2.5
2018-12-01,IE,107.1,0.1,4.9
2018-12-01,LT,114.0,2.5,4.8
2018-12-01,NL,107.6,0.3,2.9
2018-12-01,NO,110.2,0.1,3.3
2018-12-01,PL,106.2,0.4,4.4
2018-12-01,PT,106.6,-0.1,2.9
2019-01-01,AT,107.8,0.4,1.8
2019-01-01,ES,104.5,0.2,2.6
2019-01-01,FI,103.9,-0.2,2.0
2019-01-01,IE,107.4,0.3,5.3
2019-01-01,LT,114.2,0.2,5.2
2019-01-01,NL,108.6,0.9,2.9
2019-01-01,NO,110.4,0.2,3.2
2019-01-01,PL,106.3,0.1,4.5
2019-01-01,PT,106.2,-0.4,2.3
2019-02-01,AT,107.7,-0.1,1.6
2019-02-01,ES,104.6,0.1,2.2
2019-02-01,FI,104.0,0.1,1.9
2019-02-01,IE,107.7,0.3,5.6
2019-02-01,LT,112.4,-1.6,3.6
2019-02-01,NL,108.6,0.0,2.8
2019-02-01,NO,110.7,0.3,3.1
2019-02-01,PL,106.6,0.3,4.6
2019-02-01,PT,106.6,0.4,2.3
2019-03-01,AT,107.7,0.0,1.5
2019-03-01,ES,104.5,-0.1,2.2
2019-03-01,FI,103.9,-0.1,1.8
2019-03-01,IE,107.8,0.1,5.5
2019-03-01,LT,112.6,0.2,4.9
2019-03-01,NL,108.7,0.1,3.2
2019-03-01,NO,110.8,0.1,3.1
2019-03-01,PL,106.9,0.3,4.6
2019-03-01,PT,106.9,0.3,2.4
2019-04-01,AT,107.9,0.2,1.5
2019-04-01,ES,105.4,0.9,2.5
2019-04-01,FI,103.9,0.0,1.8
2019-04-01,IE,108.0,0.2,1.1
2019-04-01,LT,114.4,1.6,5.1
2019-04-01,NL,108.8,0.1,3.0
2019-04-01,NO,111.2,0.4,3.0
2019-04-01,PL,107.3,0.4,4.8
2019-04-01,PT,107.4,0.5,2.5
2019-05-01,AT,109.0,1.0,1.4
2019-05-01,ES,104.9,-0.5,1.9
2019-05-01,FI,103.9,0.0,1.2
2019-05-01,IE,107.9,-0.1,1.0
2019-05-01,LT,114.6,0.2,4.8
2019-05-01,NL,108.9,0.1,2.9
2019-05-01,NO,111.7,0.4,3.0
2019-05-01,PL,107.7,0.4,4.8
2019-05-01,PT,107.7,0.3,2.6
2019-06-01,AT,109.0,0.0,1.2
2019-06-01,ES,104.8,-0.1,1.7
2019-06-01,FI,104.0,0.1,0.6
2019-06-01,IE,107.9,0.0,0.9
2019-06-01,LT,116.9,2.0,6.1
2019-06-01,NL,109.0,0.1,2.8
2019-06-01,NO,111.5,-0.2,2.8
2019-06-01,PL,107.9,0.2,4.4
2019-06-01,PT,107.9,0.2,2.1
2019-07-01,AT,108.8,-0.2,1.2
2019-07-01,ES,104.5,-0.3,0.8
2019-07-01,FI,104.1,0.1,0.5
2019-07-01,IE,107.9,0.0,0.6
2019-07-01,LT,116.2,-0.6,4.9
2019-07-01,NL,110.3,1.2,3.5
2019-07-01,NO,111.6,0.1,2.6
2019-07-01,PL,108.3,0.4,4.2
2019-07-01,PT,108.6,0.6,2.3
2019-08-01,AT,108.7,-0.1,0.8
2019-08-01,ES,104.5,0.0,0.8
2019-08-01,FI,104.4,0.3,1.0
2019-08-01,IE,108.0,0.1,0.7
2019-08-01,LT,117.0,0.7,5.5
2019-08-01,NL,109.9,-0.4,2.4
2019-08-01,NO,112.2,0.5,2.6
2019-08-01,PL,108.6,0.3,4.1
2019-08-01,PT,108.0,-0.6,2.0
2019-09-01,AT,108.4,-0.3,0.6
2019-09-01,ES,104.0,-0.5,0.2
2019-09-01,FI,104.4,0.0,0.8
2019-09-01,IE,107.8,-0.2,0.7
2019-09-01,LT,117.3,0.3,4.8
2019-09-01,NL,110.1,0.2,2.2
2019-09-01,NO,112.1,-0.1,2.4
2019-09-01,PL,108.9,0.3,3.9
2019-09-01,PT,108.0,0.0,2.4
2019-10-01,AT,108.3,-0.1,0.6
2019-10-01,ES,104.0,0.0,-0.7
2019-10-01,FI,104.3,-0.1,0.5
2019-10-01,IE,109.2,1.3,2.2
2019-10-01,LT,116.4,-0.8,5.0
2019-10-01,NL,110.0,-0.1,2.3
2019-10-01,NO,112.4,0.3,2.3
2019-10-01,PL,109.3,0.4,3.7
2019-10-01,PT,108.2,0.2,2.5
2019-11-01,AT,108.1,-0.2,0.5
2019-11-01,ES,103.4,-0.6,-1.1
2019-11-01,FI,104.4,0.1,0.3
2019-11-01,IE,109.3,0.1,2.1
2019-11-01,LT,117.4,0.9,5.6
2019-11-01,NL,110.0,0.0,2.5
2019-11-01,NO,112.3,-0.1,2.0
2019-11-01,PL,109.4,0.1,3.4
2019-11-01,PT,109.5,1.2,2.6
2019-12-01,AT,108.1,0.0,0.7
2019-12-01,ES,103.3,-0.1,-1.0
2019-12-01,FI,104.3,-0.1,0.2
2019-12-01,IE,109.2,-0.1,2.0
2019-12-01,LT,118.4,0.9,3.9
2019-12-01,NL,110.8,0.7,3.0
2019-12-01,NO,112.4,0.1,2.0
2019-12-01,PL,109.6,0.2,3.2
2019-12-01,PT,109.0,-0.5,2.3
2020-01-01,AT,108.7,0.6,0.8
2020-01-01,ES,103.6,0.3,-0.9
2020-01-01,FI,104.5,0.2,0.6
2020-01-01,IE,109.3,0.1,1.8
2020-01-01,LT,117.6,-0.7,3.0
2020-01-01,NL,111.7,0.8,2.9
2020-01-01,NO,112.8,0.4,2.2
2020-01-01,PL,110.0,0.4,3.5
2020-01-01,PT,110.2,1.1,3.8
2020-02-01,AT,108.7,0.0,0.9
2020-02-01,ES,105.3,1.6,0.7
2020-02-01,FI,104.1,-0.4,0.1
2020-02-01,IE,109.3,0.0,1.5
2020-02-01,LT,117.0,-0.5,4.1
2020-02-01,NL,111.7,0.0,2.9
2020-02-01,NO,112.8,0.0,1.9
2020-02-01,PL,110.3,0.3,3.5
2020-02-01,PT,110.3,0.1,3.5
2020-03-01,AT,108.6,-0.1,0.8
2020-03-01,ES,105.1,-0.2,0.6
2020-03-01,FI,104.4,0.3,0.5
2020-03-01,IE,109.3,0.0,1.4
2020-03-01,LT,116.4,-0.5,3.4
2020-03-01,NL,111.6,-0.1,2.7
2020-03-01,NO,112.8,0.0,1.8
2020-03-01,PL,110.5,0.2,3.4
2020-03-01,PT,108.8,-1.4,1.8
2020-04-01,AT,108.7,0.1,0.7
2020-04-01,ES,105.1,0.0,-0.3
2020-04-01,FI,104.2,-0.2,0.3
2020-04-01,IE,109.8,0.5,1.7
2020-04-01,LT,116.8,0.3,2.1
2020-04-01,NL,111.1,-0.4,2.1
2020-04-01,NO,113.7,0.8,2.2
2020-04-01,PL,110.7,0.2,3.2
2020-04-01,PT,107.8,-0.9,0.4
2020-05-01,AT,109.4,0.6,0.4
2020-05-01,ES,101.2,-3.7,-3.5
2020-05-01,FI,103.4,-0.8,-0.5
2020-05-01,IE,109.3,-0.5,1.3
2020-05-01,LT,117.3,0.4,2.4
2020-05-01,NL,111.1,0.0,2.0
2020-05-01,NO,114.4,0.6,2.4
2020-05-01,PL,110.9,0.2,3.0
2020-05-01,PT,108.6,0.7,0.8
2020-06-01,AT,109.2,-0.2,0.2
2020-06-01,ES,101.2,0.0,-3.4
2020-06-01,FI,103.6,0.2,-0.4
2020-06-01,IE,109.5,0.2,1.5
2020-06-01,LT,118.1,0.7,1.0
2020-06-01,NL,111.1,0.0,1.9
2020-06-01,NO,114.3,-0.1,2.5
2020-06-01,PL,111.1,0.2,3.0
2020-06-01,PT,109.2,0.6,1.2
2020-07-01,AT,109.2,0.0,0.4
2020-07-01,ES,102.8,1.6,-1.6
2020-07-01,FI,103.7,0.1,-0.4
2020-07-01,IE,109.6,0.1,1.6
2020-07-01,LT,118.0,-0.1,1.5
2020-07-01,NL,112.2,1.0,1.7
2020-07-01,NO,114.7,0.3,2.8
2020-07-01,PL,111.3,0.2,2.8
2020-07-01,PT,111.0,1.6,2.2
2020-08-01,AT,109.4,0.2,0.6
2020-08-01,ES,102.7,-0.1,-1.7
2020-08-01,FI,103.1,-0.6,-1.2
2020-08-01,IE,109.4,-0.2,1.3
2020-08-01,LT,118.6,0.5,1.4
2020-08-01,NL,112.5,0.3,2.4
2020-08-01,NO,114.9,0.2,2.4
2020-08-01,PL,111.5,0.2,2.7
2020-08-01,PT,110.8,-0.2,2.6
2020-09-01,AT,109.4,0.0,0.9
2020-09-01,ES,102.9,0.2,-1.1
2020-09-01,FI,103.5,0.4,-0.9
2020-09-01,IE,109.5,0.1,1.6
2020-09-01,LT,118.2,-0.3,0.8
2020-09-01,NL,112.3,-0.2,2.0
2020-09-01,NO,115.0,0.1,2.6
2020-09-01,PL,111.7,0.2,2.6
2020-09-01,PT,110.5,-0.3,2.3
2020-10-01,AT,109.6,0.2,1.2
2020-10-01,ES,104.0,1.1,0.0
2020-10-01,FI,104.0,0.5,-0.3
2020-10-01,IE,109.4,-0.1,0.2
2020-10-01,LT,118.2,0.0,1.5
2020-10-01,NL,112.1,-0.2,1.9
2020-10-01,NO,115.2,0.2,2.5
2020-10-01,PL,111.8,0.1,2.3
2020-10-01,PT,110.8,0.3,2.4
2020-11-01,AT,109.8,0.2,1.6
2020-11-01,ES,104.0,0.0,0.6
2020-11-01,FI,104.1,0.1,-0.3
2020-11-01,IE,109.3,-0.1,0.0
2020-11-01,LT,119.0,0.7,1.4
2020-11-01,NL,112.2,0.1,2.0
2020-11-01,NO,115.2,0.0,2.6
2020-11-01,PL,112.1,0.3,2.5
2020-11-01,PT,111.4,0.5,1.7
2020-12-01,AT,110.2,0.4,1.9
2020-12-01,ES,104.8,0.8,1.5
2020-12-01,FI,103.8,-0.3,-0.5
2020-12-01,IE,109.3,0.0,0.1
2020-12-01,LT,119.4,0.3,0.8
2020-12-01,NL,113.2,0.9,2.2
2020-12-01,NO,115.5,0.3,2.8
2020-12-01,PL,112.3,0.2,2.5
2020-12-01,PT,111.4,0.0,2.2
2021-01-01,AT,112.3,1.9,3.3
2021-01-01,ES,105.6,0.8,1.9
2021-01-01,FI,105.1,1.3,0.6
2021-01-01,IE,109.6,0.3,0.3
2021-01-01,LT,118.4,-0.8,0.7
2021-01-01,NL,114.0,0.7,2.1
2021-01-01,NO,116.8,1.1,3.5
2021-01-01,PL,112.9,0.5,2.6
2021-01-01,PT,112.3,0.8,1.9
2021-02-01,AT,113.5,1.1,4.4
2021-02-01,ES,107.1,1.4,1.7
2021-02-01,FI,105.3,0.2,1.2
2021-02-01,IE,109.7,0.1,0.4
2021-02-01,LT,118.5,0.1,1.3
2021-02-01,NL,114.0,0.0,2.1
2021-02-01,NO,116.7,-0.1,3.5
2021-02-01,PL,113.1,0.2,2.5
2021-02-01,PT,113.1,0.7,2.5
2021-03-01,AT,114.8,1.1,5.7
2021-03-01,ES,108.1,0.9,2.9
2021-03-01,FI,105.7,0.4,1.2
2021-03-01,IE,110.6,0.8,1.2
2021-03-01,LT,119.1,0.5,2.3
2021-03-01,NL,114.3,0.3,2.4
2021-03-01,NO,117.3,0.5,4.0
2021-03-01,PL,113.4,0.3,2.6
2021-03-01,PT,113.7,0.5,4.5
2021-04-01,AT,116.7,1.7,7.4
2021-04-01,ES,109.7,1.5,4.4
2021-04-01,FI,106.2,0.5,1.9
2021-04-01,IE,113.1,2.3,3.0
2021-04-01,LT,122.4,2.8,4.8
2021-04-01,NL,115.1,0.7,3.6
2021-04-01,NO,119.7,2.0,5.3
2021-04-01,PL,114.1,0.6,3.1
2021-04-01,PT,114.5,0.7,6.2
2021-05-01,AT,120.7,3.4,10.3
2021-05-01,ES,110.7,0.9,9.4
2021-05-01,FI,106.8,0.6,3.3
2021-05-01,IE,113.6,0.4,3.9
2021-05-01,LT,125.0,2.1,6.6
2021-05-01,NL,115.9,0.7,4.3
2021-05-01,NO,121.0,1.1,5.8
2021-05-01,PL,114.8,0.6,3.5
2021-05-01,PT,116.7,1.9,7.5
2021-06-01,AT,122.7,1.7,12.4
2021-06-01,ES,112.2,1.4,10.9
2021-06-01,FI,108.0,1.1,4.2
2021-06-01,IE,115.3,1.5,5.3
2021-06-01,LT,126.7,1.4,7.3
2021-06-01,NL,116.9,0.9,5.2
2021-06-01,NO,123.2,1.8,7.8
2021-06-01,PL,115.5,0.6,4.0
2021-06-01,PT,117.5,0.7,7.6
2021-07-01,AT,124.2,1.2,13.7
2021-07-01,ES,114.0,1.6,10.9
2021-07-01,FI,109.7,1.6,5.8
2021-07-01,IE,116.6,1.1,6.4
2021-07-01,LT,127.9,0.9,8.4
2021-07-01,NL,118.2,1.1,5.3
2021-07-01,NO,124.9,1.4,8.9
2021-07-01,PL,116.3,0.7,4.5
2021-07-01,PT,118.4,0.8,6.7
2021-08-01,AT,124.9,0.6,14.2
2021-08-01,ES,114.7,0.6,11.7
2021-08-01,FI,112.1,2.2,8.7
2021-08-01,IE,117.9,1.1,7.8
2021-08-01,LT,128.5,0.5,8.3
2021-08-01,NL,118.0,-0.2,4.9
2021-08-01,NO,127.8,2.3,11.2
2021-08-01,PL,117.1,0.7,5.0
2021-08-01,PT,118.8,0.3,7.2
2021-09-01,AT,124.7,-0.2,14.0
2021-09-01,ES,115.4,0.6,12.1
2021-09-01,FI,113.1,0.9,9.3
2021-09-01,IE,118.2,0.3,7.9
2021-09-01,LT,128.9,0.3,9.1
2021-09-01,NL,118.3,0.3,5.3
2021-09-01,NO,130.0,1.7,13.0
2021-09-01,PL,118.0,0.8,5.6
2021-09-01,PT,118.9,0.1,7.6
2021-10-01,AT,124.4,-0.2,13.5
2021-10-01,ES,116.0,0.5,11.5
2021-10-01,FI,113.8,0.6,9.4
2021-10-01,IE,119.3,0.9,9.0
2021-10-01,LT,130.0,0.9,10.0
2021-10-01,NL,119.1,0.7,6.2
2021-10-01,NO,130.8,0.6,13.5
2021-10-01,PL,119.2,1.0,6.6
2021-10-01,PT,119.9,0.8,8.2
2021-11-01,AT,124.2,-0.2,13.1
2021-11-01,ES,116.7,0.6,12.2
2021-11-01,FI,114.1,0.3,9.6
2021-11-01,IE,119.6,0.3,9.4
2021-11-01,LT,131.5,1.2,10.5
2021-11-01,NL,119.3,0.2,6.3
2021-11-01,NO,132.0,0.9,14.6
2021-11-01,PL,119.8,0.5,6.9
2021-11-01,PT,121.7,1.5,9.2
2021-12-01,AT,124.1,-0.1,12.6
2021-12-01,ES,117.5,0.7,12.1
2021-12-01,FI,114.4,0.3,10.2
2021-12-01,IE,119.7,0.1,9.5
2021-12-01,LT,131.6,0.1,10.2
2021-12-01,NL,119.5,0.2,5.6
2021-12-01,NO,130.7,-1.0,13.2
2021-12-01,PL,120.5,0.6,7.3
2021-12-01,PT,121.2,-0.4,8.8
2022-01-01,AT,125.6,1.2,11.8
2022-01-01,ES,119.7,1.9,13.4
2022-01-01,FI,114.3,-0.1,8.8
2022-01-01,IE,120.4,0.6,9.9
2022-01-01,LT,133.6,1.5,12.8
2022-01-01,NL,122.5,2.5,7.5
2022-01-01,NO,131.4,0.5,12.5
2022-01-01,PL,121.9,1.2,8.0
2022-01-01,PT,122.6,1.2,9.2
2022-02-01,AT,126.5,0.7,11.5
2022-02-01,ES,120.9,1.0,12.9
2022-02-01,FI,115.0,0.6,9.2
2022-02-01,IE,122.5,1.7,11.7
2022-02-01,LT,138.4,3.6,16.8
2022-02-01,NL,123.1,0.5,8.0
2022-02-01,NO,130.5,-0.7,11.8
2022-02-01,PL,123.5,1.3,9.2
2022-02-01,PT,124.8,1.8,10.3
2022-03-01,AT,132.2,4.5,15.2
2022-03-01,ES,123.5,2.2,14.2
2022-03-01,FI,115.2,0.2,9.0
2022-03-01,IE,123.2,0.6,11.4
2022-03-01,LT,141.9,2.5,19.1
2022-03-01,NL,125.2,1.7,9.5
2022-03-01,NO,133.1,2.0,13.5
2022-03-01,PL,125.2,1.4,10.4
2022-03-01,PT,128.6,3.0,13.1
2022-04-01,AT,135.4,2.4,16.0
2022-04-01,ES,128.8,4.3,17.4
2022-04-01,FI,117.9,2.3,11.0
2022-04-01,IE,125.2,1.6,10.7
2022-04-01,LT,146.5,3.2,19.7
2022-04-01,NL,127.4,1.8,10.7
2022-04-01,NO,133.1,0.0,11.2
2022-04-01,PL,127.5,1.8,11.7
2022-04-01,PT,132.1,2.7,15.4
2022-05-01,AT,137.5,1.6,13.9
2022-05-01,ES,131.6,2.2,18.9
2022-05-01,FI,118.2,0.3,10.7
2022-05-01,IE,126.3,0.9,11.2
2022-05-01,LT,148.1,1.1,18.5
2022-05-01,NL,128.0,0.5,10.4
2022-05-01,NO,134.6,1.1,11.2
2022-05-01,PL,129.7,1.7,13.0
2022-05-01,PT,132.6,0.4,13.6
2022-06-01,AT,135.8,-1.2,10.7
2022-06-01,ES,131.2,-0.3,16.9
2022-06-01,FI,119.6,1.2,10.7
2022-06-01,IE,127.9,1.3,10.9
2022-06-01,LT,150.7,1.8,18.9
2022-06-01,NL,127.5,-0.4,9.1
2022-06-01,NO,134.8,0.1,9.4
2022-06-01,PL,131.6,1.5,13.9
2022-06-01,PT,132.6,0.0,12.9
2022-07-01,AT,134.8,-0.7,8.5
2022-07-01,ES,129.0,-1.7,13.2
2022-07-01,FI,119.9,0.3,9.3
2022-07-01,IE,130.7,2.2,12.1
2022-07-01,LT,152.4,1.1,19.2
2022-07-01,NL,128.5,0.8,8.7
2022-07-01,NO,136.0,0.9,8.9
2022-07-01,PL,133.2,1.2,14.5
2022-07-01,PT,133.6,0.8,12.8
2022-08-01,AT,134.0,-0.6,7.3
2022-08-01,ES,129.0,0.0,12.5
2022-08-01,FI,120.2,0.3,7.2
2022-08-01,IE,130.6,-0.1,10.8
2022-08-01,LT,152.4,0.0,18.6
2022-08-01,NL,128.7,0.2,9.1
2022-08-01,NO,137.0,0.7,7.2
2022-08-01,PL,134.5,1.0,14.9
2022-08-01,PT,133.2,-0.3,12.1
2022-09-01,AT,134.2,0.1,7.6
2022-09-01,ES,130.3,1.0,12.9
2022-09-01,FI,120.4,0.2,6.5
2022-09-01,IE,130.1,-0.4,10.1
2022-09-01,LT,152.8,0.3,18.5
2022-09-01,NL,129.6,0.7,9.6
2022-09-01,NO,136.8,-0.1,5.2
2022-09-01,PL,136.1,1.2,15.3
2022-09-01,PT,134.1,0.7,12.8
2022-10-01,AT,133.7,-0.4,7.5
2022-10-01,ES,127.9,-1.8,10.3
2022-10-01,FI,120.4,0.0,5.8
2022-10-01,IE,131.1,0.8,9.9
2022-10-01,LT,153.8,0.7,18.3
2022-10-01,NL,130.0,0.3,9.2
2022-10-01,NO,136.8,0.0,4.6
2022-10-01,PL,137.7,1.2,15.5
2022-10-01,PT,134.3,0.1,12.0
2022-11-01,AT,132.2,-1.1,6.4
2022-11-01,ES,126.7,-0.9,8.6
2022-11-01,FI,120.4,0.0,5.5
2022-11-01,IE,131.6,0.4,10.0
2022-11-01,LT,154.2,0.3,17.3
2022-11-01,NL,129.7,-0.2,8.7
2022-11-01,NO,139.2,1.8,5.5
2022-11-01,PL,138.7,0.7,15.8
2022-11-01,PT,134.6,0.2,10.6
2022-12-01,AT,131.3,-0.7,5.8
2022-12-01,ES,125.5,-0.9,6.8
2022-12-01,FI,120.5,0.1,5.3
2022-12-01,IE,131.6,0.0,9.9
2022-12-01,LT,154.5,0.2,17.4
2022-12-01,NL,129.7,0.0,8.5
2022-12-01,NO,138.9,-0.2,6.3
2022-12-01,PL,139.7,0.7,15.9
2022-12-01,PT,134.6,0.0,11.1
